query_flight_iata,airline_name,departure_airport,departure_iata,departure_scheduled,arrival_airport,arrival_iata,arrival_scheduled,flight_status
CI602,China Airlines,Hong Kong International,HKG,2026-08-16T10:15:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T12:10:00+00:00,landed
CI910,China Airlines,Hong Kong International,HKG,2026-08-16T14:05:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T15:55:00+00:00,active
CI916,China Airlines,Hong Kong International,HKG,2026-08-16T17:35:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T19:25:00+00:00,active
CI920,China Airlines,Hong Kong International,HKG,2026-08-16T20:10:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T22:10:00+00:00,active
CI924,China Airlines,Hong Kong International,HKG,2026-08-16T21:15:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T23:10:00+00:00,active
CI601,China Airlines,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T07:20:00+00:00,Hong Kong International,HKG,2026-08-16T09:15:00+00:00,landed
CI909,China Airlines,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T11:00:00+00:00,Hong Kong International,HKG,2026-08-16T13:05:00+00:00,landed
CI915,China Airlines,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T14:35:00+00:00,Hong Kong International,HKG,2026-08-16T16:35:00+00:00,landed
CI919,China Airlines,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T17:00:00+00:00,Hong Kong International,HKG,2026-08-16T19:05:00+00:00,landed
CI923,China Airlines,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T18:15:00+00:00,Hong Kong International,HKG,2026-08-16T20:10:00+00:00,landed
CI904,China Airlines,Hong Kong International,HKG,2026-08-16T11:05:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T13:00:00+00:00,landed
CI903,China Airlines,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T08:00:00+00:00,Hong Kong International,HKG,2026-08-16T10:05:00+00:00,landed
UO110,HK express,Hong Kong International,HKG,2026-08-16T10:55:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T12:45:00+00:00,landed
UO112,HK express,Hong Kong International,HKG,2026-08-16T12:35:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T14:25:00+00:00,landed
UO114,HK express,Hong Kong International,HKG,2026-08-16T14:55:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T16:45:00+00:00,active
UO116,HK express,Hong Kong International,HKG,2026-08-16T18:40:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T20:30:00+00:00,active
UO111,Cathay Pacific,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T13:40:00+00:00,Hong Kong International,HKG,2026-08-16T15:35:00+00:00,landed
UO113,HK express,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T15:20:00+00:00,Hong Kong International,HKG,2026-08-16T17:10:00+00:00,landed
UO115,HK express,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T17:40:00+00:00,Hong Kong International,HKG,2026-08-16T19:35:00+00:00,landed
UO117,HK express,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T21:25:00+00:00,Hong Kong International,HKG,2026-08-16T23:20:00+00:00,scheduled
JX234,STARLUX,Hong Kong International,HKG,2026-08-16T11:35:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T13:35:00+00:00,landed
JX236,STARLUX,Hong Kong International,HKG,2026-08-16T20:10:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T22:10:00+00:00,active
JX233,STARLUX,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T08:15:00+00:00,Hong Kong International,HKG,2026-08-16T10:10:00+00:00,landed
JX235,STARLUX,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T17:00:00+00:00,Hong Kong International,HKG,2026-08-16T18:55:00+00:00,landed
UO130,HK express,Hong Kong International,HKG,2026-08-16T08:00:00+00:00,Kaoshiung International Airport,KHH,2026-08-16T09:30:00+00:00,landed
UO136,Cathay Pacific,Hong Kong International,HKG,2026-08-16T12:45:00+00:00,Kaoshiung International Airport,KHH,2026-08-16T14:15:00+00:00,landed
UO134,HK express,Hong Kong International,HKG,2026-08-16T18:50:00+00:00,Kaoshiung International Airport,KHH,2026-08-16T20:20:00+00:00,landed
UO131,HK express,Kaoshiung International Airport,KHH,2026-08-16T10:15:00+00:00,Hong Kong International,HKG,2026-08-16T11:45:00+00:00,landed
UO133,HK express,Kaoshiung International Airport,KHH,2026-08-16T15:00:00+00:00,Hong Kong International,HKG,2026-08-16T16:35:00+00:00,active
UO135,HK express,Kaoshiung International Airport,KHH,2026-08-16T21:15:00+00:00,Hong Kong International,HKG,2026-08-16T22:50:00+00:00,active
CX432,Cathay Pacific,Hong Kong International,HKG,2026-08-16T08:35:00+00:00,Kaoshiung International Airport,KHH,2026-08-16T10:10:00+00:00,landed
CX424,Cathay Pacific,Hong Kong International,HKG,2026-08-16T11:05:00+00:00,Kaoshiung International Airport,KHH,2026-08-16T12:40:00+00:00,landed
CX458,Cathay Pacific,Hong Kong International,HKG,2026-08-16T16:35:00+00:00,Kaoshiung International Airport,KHH,2026-08-16T18:10:00+00:00,landed
CX448,Cathay Pacific,Hong Kong International,HKG,2026-08-16T21:40:00+00:00,Kaoshiung International Airport,KHH,2026-08-16T23:10:00+00:00,scheduled
CX449,Cathay Pacific,Kaoshiung International Airport,KHH,2026-08-16T07:30:00+00:00,Hong Kong International,HKG,2026-08-16T09:05:00+00:00,landed
CX431,Cathay Pacific,Kaoshiung International Airport,KHH,2026-08-16T11:10:00+00:00,Hong Kong International,HKG,2026-08-16T12:50:00+00:00,landed
CX423,Cathay Pacific,Kaoshiung International Airport,KHH,2026-08-16T13:40:00+00:00,Hong Kong International,HKG,2026-08-16T15:25:00+00:00,active
CX459,Cathay Pacific,Kaoshiung International Airport,KHH,2026-08-16T19:10:00+00:00,Hong Kong International,HKG,2026-08-16T20:50:00+00:00,active
CI934,Mandarin Airlines,Hong Kong International,HKG,2026-08-16T10:10:00+00:00,Kaoshiung International Airport,KHH,2026-08-16T11:45:00+00:00,landed
CI936,China Airlines,Hong Kong International,HKG,2026-08-16T20:40:00+00:00,Kaoshiung International Airport,KHH,2026-08-16T22:10:00+00:00,scheduled
CI933,China Airlines,Kaoshiung International Airport,KHH,2026-08-16T07:35:00+00:00,Hong Kong International,HKG,2026-08-16T09:10:00+00:00,landed
CI935,China Airlines,Kaoshiung International Airport,KHH,2026-08-16T18:00:00+00:00,Hong Kong International,HKG,2026-08-16T19:40:00+00:00,active
BR846,EVA Air,Hong Kong International,HKG,2026-08-16T12:05:00+00:00,Kaoshiung International Airport,KHH,2026-08-16T13:40:00+00:00,landed
BR850,Hong Kong Airlines,Hong Kong International,HKG,2026-08-16T19:25:00+00:00,Kaoshiung International Airport,KHH,2026-08-16T21:00:00+00:00,landed
BR845,EVA Air,Kaoshiung International Airport,KHH,2026-08-16T09:15:00+00:00,Hong Kong International,HKG,2026-08-16T10:55:00+00:00,landed
BR849,EVA Air,Kaoshiung International Airport,KHH,2026-08-16T16:45:00+00:00,Hong Kong International,HKG,2026-08-16T18:25:00+00:00,active
AE984,Mandarin Airlines,Hong Kong International,HKG,2026-08-15T10:10:00+00:00,Kaoshiung International Airport,KHH,2026-08-15T11:45:00+00:00,landed
AE983,Mandarin Airlines,Kaoshiung International Airport,KHH,2026-08-15T07:35:00+00:00,Hong Kong International,HKG,2026-08-15T09:10:00+00:00,landed
UO706,HK express,Hong Kong International,HKG,2026-08-16T07:55:00+00:00,Sultan Abdul Aziz Shah,SZB,2026-08-16T12:00:00+00:00,landed
UO717,HK express,Sultan Abdul Aziz Shah,SZB,2026-08-16T13:00:00+00:00,Hong Kong International,HKG,2026-08-16T16:55:00+00:00,landed
UO716,HK express,Hong Kong International,HKG,2026-08-15T08:00:00+00:00,Sultan Abdul Aziz Shah,SZB,2026-08-15T12:00:00+00:00,landed
UO896,HK express,Hong Kong International,HKG,2026-08-16T08:00:00+00:00,Sendai,SDJ,2026-08-16T13:35:00+00:00,landed
UO897,HK express,Sendai,SDJ,2026-08-16T14:30:00+00:00,Hong Kong International,HKG,2026-08-16T18:25:00+00:00,landed
CX257,Cathay Pacific,Hong Kong International,HKG,2026-08-16T08:05:00+00:00,Heathrow,LHR,2026-08-16T15:15:00+00:00,scheduled
CX253,Cathay Pacific,Hong Kong International,HKG,2026-08-16T13:25:00+00:00,Heathrow,LHR,2026-08-16T20:35:00+00:00,active
CX251,Cathay Pacific,Hong Kong International,HKG,2026-08-16T22:45:00+00:00,Heathrow,LHR,2026-08-17T05:40:00+00:00,scheduled
CX237,Cathay Pacific,Hong Kong International,HKG,2026-08-16T23:05:00+00:00,Heathrow,LHR,2026-08-17T06:15:00+00:00,scheduled
CX255,Cathay Pacific,Hong Kong International,HKG,2026-08-16T23:15:00+00:00,Heathrow,LHR,2026-08-17T06:20:00+00:00,scheduled
CX252,Cathay Pacific,Heathrow,LHR,2026-08-16T12:20:00+00:00,Hong Kong International,HKG,2026-08-17T07:50:00+00:00,active
CX238,Cathay Pacific,Heathrow,LHR,2026-08-16T17:00:00+00:00,Hong Kong International,HKG,2026-08-17T12:35:00+00:00,scheduled
CX250,Cathay Pacific,Heathrow,LHR,2026-08-16T18:20:00+00:00,Hong Kong International,HKG,2026-08-17T14:10:00+00:00,scheduled
CX256,Cathay Pacific,Heathrow,LHR,2026-08-16T20:15:00+00:00,Hong Kong International,HKG,2026-08-17T15:45:00+00:00,scheduled
CX254,Cathay Pacific,Heathrow,LHR,2026-08-15T22:15:00+00:00,Hong Kong International,HKG,2026-08-16T18:00:00+00:00,landed
CX239,Cathay Pacific,Hong Kong International,HKG,2026-08-15T11:05:00+00:00,Heathrow,LHR,2026-08-15T18:10:00+00:00,landed
CX723,Cathay Pacific,Hong Kong International,HKG,2026-08-16T08:10:00+00:00,Kuala Lumpur International Airport (klia),KUL,2026-08-16T12:05:00+00:00,landed
CX725,Malaysia Airlines,Hong Kong International,HKG,2026-08-16T12:40:00+00:00,Kuala Lumpur International Airport (klia),KUL,2026-08-16T16:40:00+00:00,landed
CX729,Cathay Pacific,Hong Kong International,HKG,2026-08-16T16:55:00+00:00,Kuala Lumpur International Airport (klia),KUL,2026-08-16T20:55:00+00:00,active
CX733,Cathay Pacific,Hong Kong International,HKG,2026-08-16T21:30:00+00:00,Kuala Lumpur International Airport (klia),KUL,2026-08-17T01:30:00+00:00,scheduled
CX732,Cathay Pacific,Kuala Lumpur International Airport (klia),KUL,2026-08-17T02:45:00+00:00,Hong Kong International,HKG,2026-08-17T07:00:00+00:00,scheduled
CX730,Cathay Pacific,Kuala Lumpur International Airport (klia),KUL,2026-08-16T08:10:00+00:00,Hong Kong International,HKG,2026-08-16T12:20:00+00:00,landed
CX722,Qatar Airways,Kuala Lumpur International Airport (klia),KUL,2026-08-16T13:10:00+00:00,Hong Kong International,HKG,2026-08-16T17:25:00+00:00,active
CX724,Qatar Airways,Kuala Lumpur International Airport (klia),KUL,2026-08-16T17:40:00+00:00,Hong Kong International,HKG,2026-08-16T22:00:00+00:00,active
AK139,AirAsia,Hong Kong International,HKG,2026-08-16T11:55:00+00:00,Kuala Lumpur International Airport (klia),KUL,2026-08-16T15:55:00+00:00,landed
AK138,AirAsia,Bangalore International Airport,BLR,2026-08-16T23:20:00+00:00,Don Muang,DMK,2026-08-17T04:40:00+00:00,scheduled
OD606,Batik Air,Hong Kong International,HKG,2026-08-16T15:15:00+00:00,Kuala Lumpur International Airport (klia),KUL,2026-08-16T19:05:00+00:00,landed
OD605,Etihad Airways,Kuala Lumpur International Airport (klia),KUL,2026-08-16T10:15:00+00:00,Hong Kong International,HKG,2026-08-16T14:15:00+00:00,scheduled
CX767,Cathay Pacific,Hong Kong International,HKG,2026-08-16T08:20:00+00:00,Tan Son Nhat International,SGN,2026-08-16T10:05:00+00:00,landed
CX769,Vietnam Airlines,Hong Kong International,HKG,2026-08-16T15:35:00+00:00,Tan Son Nhat International,SGN,2026-08-16T17:20:00+00:00,active
CX721,Cathay Pacific,Hong Kong International,HKG,2026-08-16T22:40:00+00:00,Tan Son Nhat International,SGN,2026-08-17T00:20:00+00:00,scheduled
CX744,Cathay Pacific,Tan Son Nhat International,SGN,2026-08-16T06:55:00+00:00,Hong Kong International,HKG,2026-08-16T10:40:00+00:00,landed
CX766,Vietnam Airlines,Tan Son Nhat International,SGN,2026-08-16T11:05:00+00:00,Hong Kong International,HKG,2026-08-16T14:55:00+00:00,landed
CX764,Vietnam Airlines,Tan Son Nhat International,SGN,2026-08-16T18:20:00+00:00,Hong Kong International,HKG,2026-08-16T22:05:00+00:00,active
CX786,Cathay Pacific,Tan Son Nhat International,SGN,2026-08-15T07:10:00+00:00,Hong Kong International,HKG,2026-08-15T10:55:00+00:00,landed
VN595,Vietnam Airlines,Hong Kong International,HKG,2026-08-16T18:45:00+00:00,Tan Son Nhat International,SGN,2026-08-16T20:25:00+00:00,active
VN594,Air Cambodia,Tan Son Nhat International,SGN,2026-08-16T13:35:00+00:00,Hong Kong International,HKG,2026-08-16T17:25:00+00:00,landed
VJ877,,Hong Kong International,HKG,2026-08-16T19:50:00+00:00,Tan Son Nhat International,SGN,2026-08-16T21:30:00+00:00,active
VJ876,,Tan Son Nhat International,SGN,2026-08-16T15:10:00+00:00,Hong Kong International,HKG,2026-08-16T18:50:00+00:00,landed
AI315,Air India,Hong Kong International,HKG,2026-08-16T08:20:00+00:00,Indira Gandhi International,DEL,2026-08-16T11:50:00+00:00,landed
AI314,Air India,Indira Gandhi International,DEL,2026-08-16T22:10:00+00:00,Hong Kong International,HKG,2026-08-17T06:15:00+00:00,scheduled
CX665,Cathay Pacific,Hong Kong International,HKG,2026-08-16T18:00:00+00:00,Indira Gandhi International,DEL,2026-08-16T21:10:00+00:00,active
CX679,Cathay Pacific,Hong Kong International,HKG,2026-08-16T20:35:00+00:00,Indira Gandhi International,DEL,2026-08-16T23:50:00+00:00,active
CX698,Cathay Pacific,Indira Gandhi International,DEL,2026-08-16T22:45:00+00:00,Hong Kong International,HKG,2026-08-17T06:40:00+00:00,scheduled
CX694,Cathay Pacific,Indira Gandhi International,DEL,2026-08-16T01:10:00+00:00,Hong Kong International,HKG,2026-08-16T09:20:00+00:00,landed
UO250,HK express,Hong Kong International,HKG,2026-08-16T18:45:00+00:00,Fenghuang International (Phoenix International),SYX,2026-08-16T20:30:00+00:00,active
UO251,Cathay Pacific,Fenghuang International (Phoenix International),SYX,2026-08-16T21:45:00+00:00,Hong Kong International,HKG,2026-08-16T23:15:00+00:00,active
HX169,Hong Kong Airlines,Hong Kong International,HKG,2026-08-16T10:55:00+00:00,Fenghuang International (Phoenix International),SYX,2026-08-16T12:45:00+00:00,landed
HX170,Hainan Airlines,Fenghuang International (Phoenix International),SYX,2026-08-16T13:45:00+00:00,Hong Kong International,HKG,2026-08-16T15:45:00+00:00,landed
CX396,Cathay Pacific,Hong Kong International,HKG,2026-08-16T17:00:00+00:00,Wenzhou,WNZ,2026-08-16T19:05:00+00:00,active
CX307,Cathay Pacific,Wenzhou,WNZ,2026-08-16T20:15:00+00:00,Hong Kong International,HKG,2026-08-16T22:20:00+00:00,scheduled
CX384,Cathay Pacific,Hong Kong International,HKG,2026-08-15T08:30:00+00:00,Wenzhou,WNZ,2026-08-15T10:40:00+00:00,landed
CX385,Cathay Pacific,Wenzhou,WNZ,2026-08-15T11:50:00+00:00,Hong Kong International,HKG,2026-08-15T14:00:00+00:00,landed
CZ5010,China Southern Airlines,Hong Kong International,HKG,2026-08-16T08:30:00+00:00,Beijing Daxing International Airport,PKX,2026-08-16T11:50:00+00:00,landed
CZ356,Sichuan Airlines,Hong Kong International,HKG,2026-08-16T13:40:00+00:00,Beijing Daxing International Airport,PKX,2026-08-16T16:55:00+00:00,active
CZ355,China Southern Airlines,Beijing Daxing International Airport,PKX,2026-08-16T08:55:00+00:00,Hong Kong International,HKG,2026-08-16T12:25:00+00:00,landed
CZ5009,Sichuan Airlines,Beijing Daxing International Airport,PKX,2026-08-16T18:55:00+00:00,Hong Kong International,HKG,2026-08-16T22:45:00+00:00,active
HX398,Hainan Airlines,Hong Kong International,HKG,2026-08-16T10:00:00+00:00,Beijing Daxing International Airport,PKX,2026-08-16T13:30:00+00:00,landed
HX399,Hainan Airlines,Beijing Daxing International Airport,PKX,2026-08-16T14:30:00+00:00,Hong Kong International,HKG,2026-08-16T18:25:00+00:00,landed
MU5016,China Eastern Airlines,Hong Kong International,HKG,2026-08-16T13:35:00+00:00,Beijing Daxing International Airport,PKX,2026-08-16T17:15:00+00:00,active
MU5015,China Eastern Airlines,Beijing Daxing International Airport,PKX,2026-08-16T08:50:00+00:00,Hong Kong International,HKG,2026-08-16T12:20:00+00:00,landed
CA764,Air China,Hong Kong International,HKG,2026-08-16T18:30:00+00:00,Beijing Daxing International Airport,PKX,2026-08-16T21:55:00+00:00,active
CA763,Cathay Pacific,Beijing Daxing International Airport,PKX,2026-08-16T13:40:00+00:00,Hong Kong International,HKG,2026-08-16T17:10:00+00:00,landed
UO234,HK express,Hong Kong International,HKG,2026-08-16T22:15:00+00:00,Beijing Daxing International Airport,PKX,2026-08-17T01:35:00+00:00,scheduled
UO235,HK express,Beijing Daxing International Airport,PKX,2026-08-17T02:35:00+00:00,Hong Kong International,HKG,2026-08-17T06:10:00+00:00,scheduled
CX914,Cathay Pacific,Hong Kong International,HKG,2026-08-16T08:30:00+00:00,Fuzhou,FOC,2026-08-16T10:15:00+00:00,landed
CX990,Cathay Pacific,Hong Kong International,HKG,2026-08-16T17:40:00+00:00,Fuzhou,FOC,2026-08-16T19:25:00+00:00,active
CX995,Cathay Pacific,Fuzhou,FOC,2026-08-16T11:30:00+00:00,Hong Kong International,HKG,2026-08-16T13:25:00+00:00,landed
CX991,Cathay Pacific,Fuzhou,FOC,2026-08-16T20:45:00+00:00,Hong Kong International,HKG,2026-08-16T22:40:00+00:00,scheduled
MF8664,China Southern Airlines,Hong Kong International,HKG,2026-08-16T13:10:00+00:00,Fuzhou,FOC,2026-08-16T14:50:00+00:00,active
MF8663,China Southern Airlines,Fuzhou,FOC,2026-08-16T10:10:00+00:00,Hong Kong International,HKG,2026-08-16T12:10:00+00:00,landed
CX607,Cathay Pacific,Hong Kong International,HKG,2026-08-16T08:35:00+00:00,Techo International Airport,KTI,2026-08-16T10:15:00+00:00,active
CX655,Cathay Pacific,Hong Kong International,HKG,2026-08-16T15:35:00+00:00,Techo International Airport,KTI,2026-08-16T17:15:00+00:00,active
CX608,Finnair,Techo International Airport,KTI,2026-08-16T11:25:00+00:00,Hong Kong International,HKG,2026-08-16T15:15:00+00:00,landed
CX600,Cathay Pacific,Techo International Airport,KTI,2026-08-16T18:30:00+00:00,Hong Kong International,HKG,2026-08-16T22:15:00+00:00,active
KR508,Cambodia Airways,Hong Kong International,HKG,2026-08-15T12:25:00+00:00,Techo International Airport,KTI,2026-08-15T14:05:00+00:00,active
KR507,Cambodia Airways,Techo International Airport,KTI,2026-08-15T07:45:00+00:00,Hong Kong International,HKG,2026-08-15T11:25:00+00:00,landed
CX548,Cathay Pacific,Hong Kong International,HKG,2026-08-16T08:40:00+00:00,Haneda Airport,HND,2026-08-16T13:55:00+00:00,landed
CX542,Fiji Airways,Hong Kong International,HKG,2026-08-16T16:20:00+00:00,Haneda Airport,HND,2026-08-16T21:35:00+00:00,scheduled
CX543,Qatar Airways,Haneda Airport,HND,2026-08-16T10:05:00+00:00,Hong Kong International,HKG,2026-08-16T13:50:00+00:00,landed
CX549,Qatar Airways,Haneda Airport,HND,2026-08-16T16:20:00+00:00,Hong Kong International,HKG,2026-08-16T20:00:00+00:00,landed
NH860,All Nippon Airways,Hong Kong International,HKG,2026-08-16T14:35:00+00:00,Haneda Airport,HND,2026-08-16T20:00:00+00:00,landed
NH814,All Nippon Airways,Hong Kong International,HKG,2026-08-16T23:55:00+00:00,Haneda Airport,HND,2026-08-17T04:55:00+00:00,scheduled
NH813,United Airlines,Haneda Airport,HND,2026-08-17T01:35:00+00:00,Hong Kong International,HKG,2026-08-17T05:15:00+00:00,scheduled
NH859,United Airlines,Haneda Airport,HND,2026-08-16T08:35:00+00:00,Hong Kong International,HKG,2026-08-16T12:25:00+00:00,landed
UO622,HK express,Hong Kong International,HKG,2026-08-16T17:35:00+00:00,Haneda Airport,HND,2026-08-16T22:55:00+00:00,active
UO628,Cathay Pacific,Hong Kong International,HKG,2026-08-16T20:00:00+00:00,Haneda Airport,HND,2026-08-17T01:20:00+00:00,active
UO624,HK express,Hong Kong International,HKG,2026-08-16T23:35:00+00:00,Haneda Airport,HND,2026-08-17T05:00:00+00:00,scheduled
UO623,Cathay Pacific,Haneda Airport,HND,2026-08-17T01:00:00+00:00,Hong Kong International,HKG,2026-08-17T04:40:00+00:00,scheduled
UO629,HK express,Haneda Airport,HND,2026-08-17T02:20:00+00:00,Hong Kong International,HKG,2026-08-17T06:00:00+00:00,scheduled
UO625,HK express,Haneda Airport,HND,2026-08-16T06:35:00+00:00,Hong Kong International,HKG,2026-08-16T10:15:00+00:00,landed
HX690,Hong Kong Airlines,Hong Kong International,HKG,2026-08-16T08:45:00+00:00,Chitose,CTS,2026-08-16T14:55:00+00:00,landed
HX691,Hong Kong Airlines,Chitose,CTS,2026-08-16T15:55:00+00:00,Hong Kong International,HKG,2026-08-16T20:45:00+00:00,landed
HB880,Greater Bay Airlines,Hong Kong International,HKG,2026-08-16T09:05:00+00:00,Chitose,CTS,2026-08-16T15:05:00+00:00,landed
HB881,Greater Bay Airlines,Chitose,CTS,2026-08-16T16:05:00+00:00,Hong Kong International,HKG,2026-08-16T20:35:00+00:00,active
CX580,Qatar Airways,Hong Kong International,HKG,2026-08-16T09:15:00+00:00,Chitose,CTS,2026-08-16T15:20:00+00:00,landed
CX581,Cathay Pacific,Chitose,CTS,2026-08-16T16:40:00+00:00,Hong Kong International,HKG,2026-08-16T20:55:00+00:00,active
CX582,Cathay Pacific,Hong Kong International,HKG,2026-08-15T10:00:00+00:00,Chitose,CTS,2026-08-15T16:05:00+00:00,scheduled
CX583,Cathay Pacific,Chitose,CTS,2026-08-15T17:30:00+00:00,Hong Kong International,HKG,2026-08-15T21:30:00+00:00,landed
TK171,Turkish Airlines,Hong Kong International,HKG,2026-08-16T08:55:00+00:00,Istanbul Airport,IST,2026-08-16T15:10:00+00:00,landed
TK170,Turkish Airlines,Istanbul Airport,IST,2026-08-16T15:50:00+00:00,Hong Kong International,HKG,2026-08-17T07:25:00+00:00,active
CX936,Cathay Pacific,Hong Kong International,HKG,2026-08-16T08:15:00+00:00,Tianhe International,WUH,2026-08-16T10:20:00+00:00,landed
CX937,Air China,Tianhe International,WUH,2026-08-16T11:30:00+00:00,Hong Kong International,HKG,2026-08-16T13:50:00+00:00,landed
CX938,Cathay Pacific,Hong Kong International,HKG,2026-08-15T17:35:00+00:00,Tianhe International,WUH,2026-08-15T19:40:00+00:00,scheduled
CX931,Cathay Pacific,Tianhe International,WUH,2026-08-15T20:50:00+00:00,Hong Kong International,HKG,2026-08-15T23:05:00+00:00,scheduled
CX924,Cathay Pacific,Hong Kong International,HKG,2026-08-15T09:00:00+00:00,Tianhe International,WUH,2026-08-15T11:05:00+00:00,landed
